"cowcode","year","country","region","gwno","gwf_leadermil","Burin_counterbalancing","imf","riots365","p_riots365","np_riots365","anycoupatt_fin","reshuffleatt_fin","rechangeatt_fin","anycoupsucc_fin","reshufflesucc_fin","rechangesucc_fin","lag_rgdpe_PW","lag_rgdpo_PW","lag_pop_PW","ll_rgdpe_PW","ll_rgdpo_PW","lag_growth_rgdpe_PW","ll_pop_PW","gwf_legislature","gwf_elected_legis","gwf_nonelected_legis","postcold","lnmilex_MC","lnmilper_MC","solpay","lag1_lnmilex_MC","lag1_lnmilper_MC","lag1_solpay","war_PO","civilwar_PO","personalism","leader_duration","leaderfirstyear","leadername","anyattyrs","anyattyrs2","anyattyrs3","shuffattyrs","shuffattyrs2","shuffattyrs3","rechattyrs","rechattyrs2","rechattyrs3","ln_banks_protest_t1","multiattdv_fin","multisuccessdv_fin","e_regionpol","decade1","decade2","decade3","decade4","decade5","decade6","decade7"
100,1950,"Colombia","Latin America & Caribbean",100,0,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10.6292953491211,2.89037179946899,2431,NA,NA,NA,0,0,0,1,1950,"Ospina Perez",0,0,0,0,0,0,0,0,0,NA,0,0,2,0,1,0,0,0,0,0
100,1951,"Colombia","Latin America & Caribbean",100,0,NA,NA,0,0,0,0,0,0,0,0,0,37934.12109375,37509.48828125,11.9332762641804,10.5436062787612,10.5323492007875,NA,2.47933082239586,1,1,0,0,10.9353008270264,2.89037179946899,3301.29418945312,10.6292953491211,2.89037179946899,2431,0,0,0,1,1951,"Gomez",1,1,1,1,1,1,1,1,1,NA,0,0,2,0,1,0,0,0,0,0
100,1952,"Colombia","Latin America & Caribbean",100,0,NA,NA,0,0,0,0,0,0,0,0,0,38066.859375,38086.62890625,12.317621583901,10.5470993499137,10.5476185521758,0.00349917903520031,2.51103088621341,1,1,0,0,10.9981250762939,2.89037179946899,3515.35302734375,10.9353008270264,2.89037179946899,3301.29418945312,0,0,0.1362545,2,NA,"Gomez",2,4,8,2,4,8,2,4,8,NA,0,0,2,0,1,0,0,0,0,0
100,1953,"Colombia","Latin America & Caribbean",100,0,NA,NA,0,0,0,1,0,1,1,0,1,40575.1640625,40638.140625,12.7147614622088,10.6109114358127,10.6124623288681,0.0658920837884331,2.54276363835275,1,1,0,0,11.3534603118896,2.94443893432617,4736.611328125,10.9981250762939,2.89037179946899,3515.35302734375,0,0,0.1362545,3,NA,"Gomez",3,9,27,3,9,27,3,9,27,NA,2,2,2,0,1,0,0,0,0,0
100,1954,"Colombia","Latin America & Caribbean",100,1,NA,NA,0,0,0,0,0,0,0,0,0,44505.234375,44150.01171875,13.1253635095887,10.7033620876414,10.6953484714624,0.0968590122382823,2.57454650406283,0,0,0,0,11.6042547225952,2.99573230743408,5766.4208984375,11.3534603118896,2.94443893432617,4736.611328125,0,0,0.1141215,1,1954,"Rojas Pinilla",0,0,0,4,16,64,0,0,0,NA,0,0,2,0,1,0,0,0,0,0
100,1955,"Colombia","Latin America & Caribbean",100,1,NA,NA,0,0,0,0,0,0,0,0,0,49356.26953125,48385.05859375,13.5499009440609,10.8068200789657,10.7869463383043,0.108999204798593,2.60637923689758,0,0,0,0,11.5932884216309,2.56494927406311,9030.5830078125,11.6042547225952,2.99573230743408,5766.4208984375,0,0,0.1141215,2,NA,"Rojas Pinilla",1,1,1,5,25,125,1,1,1,NA,0,0,2,0,1,0,0,0,0,0
100,1956,"Colombia","Latin America & Caribbean",100,1,NA,NA,0,0,0,0,0,0,0,0,0,50783.671875,50235.07421875,13.9888695645885,10.8353301621167,10.8244687513264,0.0289203855418254,2.6382619823096,0,0,0,0,11.6329278945923,2.89037179946899,6632.2939453125,11.5932884216309,2.56494927406311,9030.5830078125,0,0,0.1141215,3,NA,"Rojas Pinilla",2,4,8,6,36,216,2,4,8,NA,0,0,2,0,1,0,0,0,0,0
100,1957,"Colombia","Latin America & Caribbean",100,1,NA,NA,0,0,0,1,1,0,1,1,0,51888.95703125,51373.9296875,14.4427798968362,10.85686127255,10.8468861182482,0.0217645773816941,2.67019462856763,0,0,0,0,11.6539039611816,2.7725887298584,7675.93310546875,11.6329278945923,2.89037179946899,6632.2939453125,0,0,0.1141215,4,NA,"Rojas Pinilla",3,9,27,7,49,343,3,9,27,NA,1,1,2,0,1,0,0,0,0,0
100,1958,"Colombia","Latin America & Caribbean",100,1,NA,NA,0,0,0,1,1,0,0,0,0,51545.85546875,51237.1796875,14.912911200307,10.8502270879346,10.8442207132683,-0.00661222699645645,2.70222736124719,0,0,0,0,10.8446073532104,2.99573230743408,2697.68432617188,11.6539039611816,2.7725887298584,7675.93310546875,0,0,0,1,1958,"Paris Gordillo",0,0,0,0,0,0,4,16,64,NA,1,0,2,0,1,0,0,0,0,0
101,1949,"Venezuela","Latin America & Caribbean",101,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10.7292623519897,1.0986123085022,22836,NA,NA,NA,0,0,0,1,1949,"Delgado Chalbaud",0,0,0,0,0,0,0,0,0,NA,0,0,2,1,0,0,0,0,0,0
101,1950,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10.9028129577637,1.60943794250488,13582,10.7292623519897,1.0986123085022,22836,0,0,0,2,NA,"Delgado Chalbaud",1,1,1,1,1,1,1,1,1,NA,0,0,2,0,1,0,0,0,0,0
101,1951,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,31625.576171875,29759.447265625,5.39533929457578,10.3617214447374,10.3009019157109,NA,1.68553548729342,0,0,0,0,11.0021162033081,1.60943794250488,15000,10.9028129577637,1.60943794250488,13582,0,0,0.5207706,1,1951,"Perez Jimenez",2,4,8,2,4,8,2,4,8,NA,0,0,2,0,1,0,0,0,0,0
101,1952,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,1,0,1,0,0,0,34845.7421875,32874.8125,5.61939695475683,10.4586862333301,10.4004620660417,0.101821576249692,1.72622435472412,0,0,0,0,11.0554037094116,1.0986123085022,31642,11.0021162033081,1.60943794250488,15000,0,0,0.5207706,2,NA,"Perez Jimenez",3,9,27,3,9,27,3,9,27,NA,2,0,2,0,1,0,0,0,0,0
101,1953,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,39403.546875,37624.734375,5.8591095857045,10.5816111134424,10.5354169422256,0.130799472227485,1.76799764421168,0,0,0,0,11.0459251403809,1.0986123085022,31343.5,11.0554037094116,1.0986123085022,31642,0,0,0.5946109,3,NA,"Perez Jimenez",0,0,0,4,16,64,0,0,0,NA,0,0,2,0,1,0,0,0,0,0
101,1954,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,41510.1484375,38734.3359375,6.1119019241831,10.6336932169862,10.564481719186,0.0534622319453317,1.81023800529946,1,1,0,0,11.2972288131714,1.0986123085022,40298.5,11.0459251403809,1.0986123085022,31343.5,0,0,0.5946109,4,NA,"Perez Jimenez",1,1,1,5,25,125,1,1,1,NA,0,0,2,0,1,0,0,0,0,0
101,1955,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,46286.26953125,42849.88671875,6.37519819334241,10.7426006416927,10.6654582803527,0.115059118637969,1.85241517971298,1,1,0,0,11.5218553543091,1.0986123085022,50448,11.2972288131714,1.0986123085022,40298.5,0,0,0.5946109,5,NA,"Perez Jimenez",2,4,8,6,36,216,2,4,8,NA,0,0,2,0,1,0,0,0,0,0
101,1956,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,49506.625,45536.06640625,6.64641337127074,10.8098617779851,10.7262599592127,0.0695747464931428,1.89407736650414,1,1,0,0,11.6442260742188,1.0986123085022,57015,11.5218553543091,1.0986123085022,50448,0,0,0.5946109,6,NA,"Perez Jimenez",3,9,27,7,49,343,3,9,27,NA,0,0,2,0,1,0,0,0,0,0
101,1957,"Venezuela","Latin America & Caribbean",101,1,NA,NA,0,0,0,0,0,0,0,0,0,53045.28515625,49132.44921875,6.92730350603408,10.8789012646212,10.8022749757164,0.0714785173953991,1.93547063301264,1,1,0,0,11.9053792953491,2.89037179946899,8709.412109375,11.6442260742188,1.0986123085022,57015,0,0,0.5946109,7,NA,"Perez Jimenez",4,16,64,8,64,512,4,16,64,NA,0,0,2,0,1,0,0,0,0,0
101,1958,"Venezuela","Latin America & Caribbean",101,1,NA,NA,1,1,0,1,0,1,1,0,1,60468.4921875,53783.14453125,7.21962978184366,11.0098777180713,10.8927153983859,0.139940939319757,1.97680367483708,1,0,1,0,12.0973958969116,2.94443893432617,9966.8330078125,11.9053792953491,2.89037179946899,8709.412109375,0,0,0.5946109,8,NA,"Perez Jimenez",5,25,125,9,81,729,5,25,125,NA,2,2,2,0,1,0,0,0,0,0
101,2006,"Venezuela","Latin America & Caribbean",101,0,1.0986123085022,0,1,0,1,0,0,0,0,0,0,271103.21875,281790.34375,26.769115,12.5102549083414,12.548918611536,0.2529499079457,3.28724879759094,1,1,0,1,14.766396522522,4.4188404083252,31560.9765625,12.0973958969116,2.94443893432617,9966.8330078125,0,0,0.7488574,1,2006,"Chavez",0,0,0,57,3249,185193,0,0,0,NA,0,0,2,0,0,0,0,0,0,1
101,2007,"Venezuela","Latin America & Caribbean",101,0,1.0986123085022,0,1,0,0,0,0,0,0,0,0,319214.15625,333746.8125,27.221228,12.6736174927285,12.7181379380892,0.177463542195587,3.30399711009257,1,1,0,1,14.8433427810669,4.4188404083252,34085.3671875,14.766396522522,4.4188404083252,31560.9765625,0,0,0.7488574,2,NA,"Chavez",1,1,1,58,3364,195112,1,1,1,NA,0,0,2,0,0,0,0,0,0,1
101,2008,"Venezuela","Latin America & Caribbean",101,0,0.6931471824646,0,0,0,0,0,0,0,0,0,0,364403.0625,382260.4375,27.670659,12.8060158485588,12.8538574288469,0.141562976970887,3.32037260992289,1,1,0,1,15.0178823471069,4.75359010696411,28939.130859375,14.8433427810669,4.4188404083252,34085.3671875,0,0,0.7488574,3,NA,"Chavez",2,4,8,59,3481,205379,2,4,8,NA,0,0,2,0,0,0,0,0,0,1
101,2009,"Venezuela","Latin America & Caribbean",101,0,0.6931471824646,0,0,0,0,0,0,0,0,0,0,419232.625,451713.03125,28.116716,12.9461812357736,13.0208023705735,0.150464055169679,3.33636427491628,1,1,0,1,15.0142698287964,4.75359010696411,28834.783203125,15.0178823471069,4.75359010696411,28939.130859375,0,0,0.7488574,4,NA,"Chavez",3,9,27,60,3600,216000,3,9,27,NA,0,0,2,0,0,0,0,0,0,1
101,2010,"Venezuela","Latin America & Caribbean",101,0,0.6931471824646,0,0,0,0,0,0,0,0,0,0,363031.1875,391466.65625,28.558607,12.8022440255344,12.8776556215649,-0.134057881349287,3.35195836177206,1,1,0,1,14.5299301147461,4.75359010696411,17765.216796875,15.0142698287964,4.75359010696411,28834.783203125,0,0,0.7488574,5,NA,"Chavez",4,16,64,61,3721,226981,4,16,64,NA,0,0,2,0,0,0,0,0,0,1
130,1946,"Ecuador","Latin America & Caribbean",130,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,8.4463415145874,2.56494927406311,388.083343505859,NA,NA,NA,0,0,0.2492389,0,1946,"Velasco Ibarra",0,0,0,0,0,0,0,0,0,NA,0,0,2,1,0,0,0,0,0,0
130,1947,"Ecuador","Latin America & Caribbean",130,0,NA,NA,NA,NA,NA,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,8.53934574127197,2.56494927406311,425.916656494141,8.4463415145874,2.56494927406311,388.083343505859,0,0,0.2492389,1,NA,"Velasco Ibarra",1,1,1,1,1,1,1,1,1,NA,2,2,2,1,0,0,0,0,0,0
130,1964,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,NA,0,0,0,0,0,0,0,0,0,13237.05078125,13560.8408203125,4.93048859299609,9.49077505401751,9.51494156696968,0.0205829669680161,1.59543808922832,0,0,0,0,9.92098331451416,2.70805025100708,1453.71423339844,8.53934574127197,2.56494927406311,425.916656494141,0,0,0,1,1964,"Castro Jijon",0,0,0,18,324,5832,0,0,0,NA,0,0,2,0,0,1,0,0,0,0
130,1965,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,NA,0,0,0,0,0,0,0,0,0,14246.1259765625,14603.28515625,5.07917767430329,9.56424028744196,9.58900179308737,0.0762311191509391,1.62514937335005,0,0,0,0,10.0665836334229,2.70805025100708,1681.57141113281,9.92098331451416,2.70805025100708,1453.71423339844,0,0,0,2,NA,"Castro Jijon",1,1,1,19,361,6859,1,1,1,NA,0,0,2,0,0,1,0,0,0,0
130,1966,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,NA,0,0,0,1,0,1,1,0,1,14654.0830078125,15095.119140625,5.23261926779025,9.59247427921953,9.62212673483089,0.0286363487113033,1.65491196873142,0,0,0,0,10.1875,2.7725887298584,1771.19995117188,10.0665836334229,2.70805025100708,1681.57141113281,0,0,0,3,NA,"Castro Jijon",2,4,8,20,400,8000,2,4,8,NA,2,2,2,0,0,1,0,0,0,0
130,1971,"Ecuador","Latin America & Caribbean",130,0,0.6931471824646,1,0,0,0,0,0,0,0,0,0,18884.623046875,19135.958984375,6.07252,9.84610327449593,9.85932451337301,0.078599712884383,1.8037736754252,0,0,0,0,10.2982625961304,3.04452252388,1484,10.1875,2.7725887298584,1771.19995117188,0,0,0.2492389,1,1971,"Velasco Ibarra",0,0,0,25,625,15625,0,0,0,NA,0,0,2,0,0,0,1,0,0,0
130,1972,"Ecuador","Latin America & Caribbean",130,0,0.6931471824646,1,0,0,0,1,0,1,1,0,1,19630.85546875,20283.935546875,6.248831,9.88485786598217,9.91758449937461,0.039515346428823,1.83239440625415,0,0,0,0,10.5273113250732,3.04452252388,1866,10.2982625961304,3.04452252388,1484,0,0,0.34514,2,NA,"Velasco Ibarra",1,1,1,26,676,17576,1,1,1,0,2,2,2,0,0,0,1,0,0,0
130,1973,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,20757.283203125,22304.6328125,6.428707,9.94065246181451,10.0125496853107,0.0573804710736188,1.86077342938153,0,0,0,0,10.8301439285278,3.04452252388,2526,10.5273113250732,3.04452252388,1866,0,0,0,1,1973,"Rodriguez Lara",0,0,0,27,729,19683,0,0,0,0,0,0,2,0,0,0,1,0,0,0
130,1974,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,23988.794921875,26939.79296875,6.611916,10.0853421220533,10.2013597650332,0.155680860887589,1.88887347570385,0,0,0,0,11.1788644790649,3.04452252388,3580,10.8301439285278,3.04452252388,2526,0,0,0,2,NA,"Rodriguez Lara",1,1,1,28,784,21952,1,1,1,0,0,0,2,0,0,0,1,0,0,0
130,1975,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,0,0,0,0,1,1,0,0,0,0,30011.9375,30263.814453125,6.798205,10.3093504981631,10.3177080353505,0.251081498580514,1.91665860674746,0,0,0,0,11.5216970443726,3.04452252388,5044,11.1788644790649,3.04452252388,3580,0,0,0,3,NA,"Rodriguez Lara",2,4,8,29,841,24389,2,4,8,0,1,0,2,0,0,0,1,0,0,0
130,1976,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,0,0,0,0,1,1,0,1,1,0,30432.513671875,31641.62109375,6.987393,10.3232668445361,10.3622286561491,0.0140136294724391,1.94410752530494,0,0,0,0,11.5378227233887,3.21887588500977,4271.66650390625,11.5216970443726,3.04452252388,5044,0,0,0,4,NA,"Rodriguez Lara",0,0,0,0,0,0,3,9,27,0,1,1,2,0,0,0,1,0,0,0
130,1977,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,33777.51171875,34737.13671875,7.179399,10.4275505262736,10.4555646160976,0.109915272952506,1.97121567482132,0,0,0,0,12.1679601669312,3.43398714065552,6417.33349609375,11.5378227233887,3.21887588500977,4271.66650390625,0,0,0,1,1977,"Poveda Burbano",0,0,0,0,0,0,4,16,64,0,0,0,2,0,0,0,1,0,0,0
130,1978,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,37813.60546875,37851.96875,7.374235,10.540424249883,10.5414382720439,0.119490558795648,1.99799216803212,0,0,0,0,12.0068960189819,3.58351898193359,4682.28564453125,12.1679601669312,3.43398714065552,6417.33349609375,0,0,0,2,NA,"Poveda Burbano",1,1,1,1,1,1,5,25,125,0,0,0,2,0,0,0,1,0,0,0
130,1979,"Ecuador","Latin America & Caribbean",130,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,39197.23828125,40169.33984375,7.571953,10.5763615712878,10.6008592931568,0.0365908723949496,2.0244510262491,0,0,0,0,12.1309232711792,3.58351898193359,5300.5712890625,12.0068960189819,3.58351898193359,4682.28564453125,0,0,0,3,NA,"Poveda Burbano",2,4,8,2,4,8,6,36,216,0,0,0,2,0,0,0,1,0,0,0
135,1949,"Peru","Latin America & Caribbean",135,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10.8011665344238,3.43398714065552,1635.90002441406,NA,NA,NA,0,0,0.4225851,1,1949,"Odria",0,0,0,0,0,0,0,0,0,NA,0,0,2,1,0,0,0,0,0,0
135,1950,"Peru","Latin America & Caribbean",135,1,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10.1989517211914,3.465735912323,866.903198242188,10.8011665344238,3.43398714065552,1635.90002441406,0,0,0.4225851,2,NA,"Odria",1,1,1,1,1,1,1,1,1,NA,0,0,2,0,1,0,0,0,0,0
135,1951,"Peru","Latin America & Caribbean",135,1,NA,NA,1,1,0,0,0,0,0,0,0,15872.7421875,15638.1435546875,7.71828042800492,9.67235858923659,9.65746830850468,NA,2.04359159673948,1,1,0,0,10.4335565567017,3.58351898193359,970.857116699219,10.1989517211914,3.465735912323,866.903198242188,0,0,0.4939952,3,NA,"Odria",2,4,8,2,4,8,2,4,8,NA,0,0,2,0,1,0,0,0,0,0
135,1952,"Peru","Latin America & Caribbean",135,1,NA,NA,0,0,0,0,0,0,0,0,0,17312.05859375,16842.875,7.91415722133919,9.75915856621476,9.73168299769011,0.090678497089399,2.06865320899527,1,1,0,0,10.4388980865479,3.61091780662537,948.944458007812,10.4335565567017,3.58351898193359,970.857116699219,0,0,0.4939952,4,NA,"Odria",3,9,27,3,9,27,3,9,27,NA,0,0,2,0,1,0,0,0,0,0
135,1953,"Peru","Latin America & Caribbean",135,1,NA,NA,0,0,0,0,0,0,0,0,0,17631.44140625,17847.322265625,8.11589896757394,9.77743903077078,9.78960876282444,0.0184485750652036,2.09382497333679,1,1,0,0,10.4920234680176,3.61091780662537,1000.72222900391,10.4388980865479,3.61091780662537,948.944458007812,0,0,0.4939952,5,NA,"Odria",4,16,64,4,16,64,4,16,64,NA,0,0,2,0,1,0,0,0,0,0
135,1954,"Peru","Latin America & Caribbean",135,1,NA,NA,0,0,0,1,1,0,0,0,0,18302.42578125,18802.82421875,8.3246185756374,9.81478888639715,9.84176236193708,0.038056127093622,2.11921721807664,1,1,0,0,10.2292957305908,3.61091780662537,769.5,10.4920234680176,3.61091780662537,1000.72222900391,0,0,0.4939952,6,NA,"Odria",5,25,125,5,25,125,5,25,125,NA,1,0,2,0,1,0,0,0,0,0
135,1955,"Peru","Latin America & Caribbean",135,1,NA,NA,0,0,0,0,0,0,0,0,0,19873.572265625,19985.904296875,8.54193381392399,9.8971461012504,9.90278251890206,0.0858436200290219,2.14498742407785,1,1,0,0,10.3898258209229,2.94443893432617,1807,10.2292957305908,3.61091780662537,769.5,0,0,0.4939952,7,NA,"Odria",0,0,0,0,0,0,6,36,216,NA,0,0,2,0,1,0,0,0,0,0
135,1956,"Peru","Latin America & Caribbean",135,1,NA,NA,0,0,0,1,0,1,0,0,0,20685.849609375,21080.35546875,8.76895759136196,9.93720515174672,9.95609686535705,0.0408722363998436,2.1712179385855,1,1,0,0,10.9349985122681,2.94443893432617,3116.9443359375,10.3898258209229,2.94443893432617,1807,0,0,0.4939952,8,NA,"Odria",1,1,1,1,1,1,7,49,343,NA,2,0,2,0,1,0,0,0,0,0
135,1963,"Peru","Latin America & Caribbean",135,1,1.0986123085022,NA,1,1,0,1,1,0,1,1,0,29762.486328125,30586.578125,10.6346934748074,10.3010040314292,10.3283165683511,0.0888728256064157,2.36412162593381,0,0,0,0,11.4872589111328,4.18965482711792,1499.46154785156,10.9349985122681,2.94443893432617,3116.9443359375,0,0,0,1,1963,"Perez Godoy",0,0,0,8,64,512,0,0,0,NA,1,1,2,0,0,1,0,0,0,0
135,1969,"Peru","Latin America & Caribbean",135,1,1.0986123085022,NA,0,0,0,0,0,0,0,0,0,41923.578125,41231.23046875,12.6162152844526,10.6436036713876,10.6269512692709,0.0214225443504171,2.53498291391373,0,0,0,0,12.0720329284668,4.33073329925537,2332.13330078125,11.4872589111328,4.18965482711792,1499.46154785156,0,0,0,1,1969,"Velasco Alvarado",0,0,0,0,0,0,6,36,216,NA,0,0,2,0,0,1,0,0,0,0
135,1970,"Peru","Latin America & Caribbean",135,1,1.0986123085022,1,0,0,0,0,0,0,0,0,0,44320.0390625,43212.57421875,12.9732835309882,10.6991922027949,10.6738868017581,0.0571626050227553,2.56289212981819,0,0,0,0,12.0998563766479,4.39444923400879,2248.0625,12.0720329284668,4.33073329925537,2332.13330078125,0,0,0,2,NA,"Velasco Alvarado",1,1,1,1,1,1,7,49,343,NA,0,0,2,0,0,0,1,0,0,0
135,1971,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,0,0,0,0,0,0,47498.72265625,45676.2578125,13.341071,10.7684580982138,10.7293339191812,0.0717211370068386,2.59084732212239,0,0,0,0,12.323860168457,4.33073329925537,3000,12.0998563766479,4.39444923400879,2248.0625,0,0,0,3,NA,"Velasco Alvarado",2,4,8,2,4,8,8,64,512,0,0,0,2,0,0,0,1,0,0,0
135,1972,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,0,0,0,0,0,0,49124.70703125,48543.5078125,13.704333,10.8021173854133,10.7902157430992,0.0342321705526127,2.6177120602012,0,0,0,0,12.4109668731689,4.33073329925537,3273.0400390625,12.323860168457,4.33073329925537,3000,0,0,0,4,NA,"Velasco Alvarado",3,9,27,3,9,27,9,81,729,0,0,0,2,0,0,0,1,0,0,0
135,1973,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,0,0,0,0,0,0,50032.00390625,49799.71484375,14.072476,10.8204181577727,10.8157645369672,0.0184692577285567,2.64422083290069,0,0,0,0,12.6899518966675,4.33073329925537,4326.2666015625,12.4109668731689,4.33073329925537,3273.0400390625,0,0,0,5,NA,"Velasco Alvarado",4,16,64,4,16,64,10,100,1000,0,0,0,2,0,0,0,1,0,0,0
135,1974,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,0,0,0,0,0,0,55208.5625,54039.91015625,14.447649,10.9188733379893,10.8974781295311,0.103464946226216,2.67053170235959,0,0,0,0,12.8050241470337,4.51085948944092,4044.89990234375,12.6899518966675,4.33073329925537,4326.2666015625,0,0,0,6,NA,"Velasco Alvarado",5,25,125,5,25,125,11,121,1331,1.0986123085022,0,0,2,0,0,0,1,0,0,0
135,1975,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,1,1,0,1,1,0,59641.60546875,59048.62109375,14.832839,10.9961086878448,10.9861164698499,0.080296294053119,2.69684357410607,0,0,0,0,13.1036901473999,4.5643482208252,5165.77880859375,12.8050241470337,4.51085948944092,4044.89990234375,0,0,0,7,NA,"Velasco Alvarado",6,36,216,6,36,216,12,144,1728,0.6931471824646,1,1,2,0,0,0,1,0,0,0
135,1976,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,0,0,0,0,0,0,59699.64453125,62065.8984375,15.229951,10.9970813451125,11.0359519775965,0.000973130452204381,2.72326394956769,0,0,0,0,13.143853187561,4.61512041091919,5108.60009765625,13.1036901473999,4.5643482208252,5165.77880859375,0,0,0,1,1976,"Morales Bermudez",0,0,0,0,0,0,13,169,2197,0.6931471824646,0,0,2,0,0,0,1,0,0,0
135,1977,"Peru","Latin America & Caribbean",135,1,1.0986123085022,0,0,0,0,0,0,0,0,0,0,60926.203125,62430.65234375,15.639898,11.017418625939,11.0418116572043,0.0205454924125713,2.74982521335677,0,0,0,0,13.4387903213501,4.83628177642822,5488.85595703125,13.143853187561,4.61512041091919,5108.60009765625,0,0,0,2,NA,"Morales Bermudez",1,1,1,1,1,1,14,196,2744,0.6931471824646,0,0,2,0,0,0,1,0,0,0
135,1978,"Peru","Latin America & Caribbean",135,1,1.0986123085022,1,0,0,0,0,0,0,0,0,0,61013.33984375,61545.5078125,16.061327,11.0188478052103,11.0275321445868,0.00143020103470464,2.77641433275147,0,0,0,0,13.2543144226074,4.83628177642822,4564.2001953125,13.4387903213501,4.83628177642822,5488.85595703125,0,0,0,3,NA,"Morales Bermudez",2,4,8,2,4,8,15,225,3375,1.94591009616852,0,0,2,0,0,0,1,0,0,0
135,1979,"Peru","Latin America & Caribbean",135,1,1.0986123085022,1,0,0,0,0,0,0,0,0,0,60374.4140625,59896.20703125,16.491087,11.0083206859388,11.0003684604167,-0.0104719030770359,2.80282005313759,0,0,0,0,13.1908493041992,4.83628177642822,4283.5361328125,13.2543144226074,4.83628177642822,4564.2001953125,0,0,0,4,NA,"Morales Bermudez",3,9,27,3,9,27,16,256,4096,1.94591009616852,0,0,2,0,0,0,1,0,0,0
135,1980,"Peru","Latin America & Caribbean",135,1,1.0986123085022,1,0,0,0,0,0,0,0,0,0,66356.078125,61120.67578125,16.924758,11.102790642573,11.0206054804097,0.0990761426903082,2.82877752032093,0,0,0,0,13.6708669662476,5.02388048171997,5730.662109375,13.1908493041992,4.83628177642822,4283.5361328125,0,0,0,5,NA,"Morales Bermudez",4,16,64,4,16,64,17,289,4913,0,0,0,2,0,0,0,0,1,0,0
135,1993,"Peru","Latin America & Caribbean",135,0,0.6931471824646,1,0,0,0,0,0,0,0,0,0,79203.84375,78354,22.737056,11.2797801088218,11.2689922994485,0.0200428860854454,3.12399601644083,1,1,0,1,13.4531059265137,4.72738790512085,6214.28564453125,13.6708669662476,5.02388048171997,5730.662109375,0,1,0.4338208,1,1993,"Fujimori",17,289,4913,17,289,4913,30,900,27000,0,0,0,2,0,0,0,0,0,1,0
135,1994,"Peru","Latin America & Caribbean",135,0,0.6931471824646,1,0,0,0,0,0,0,0,0,0,84870.859375,83786.8984375,23.184222,11.3488860786931,11.3360319310194,0.0715497551215751,3.14347196110184,1,1,0,1,13.5708894729614,4.72738790512085,6991.0712890625,13.4531059265137,4.72738790512085,6214.28564453125,0,1,0.4338208,2,NA,"Fujimori",18,324,5832,18,324,5832,31,961,29791,0,0,0,2,0,0,0,0,0,1,0
135,1995,"Peru","Latin America & Caribbean",135,0,0.6931471824646,1,0,0,0,0,0,0,0,0,0,99408.234375,97895.859375,23.619358,11.5069902300083,11.4916595331911,0.17128817955957,3.16206663004419,1,1,0,1,13.6808366775513,4.75359010696411,7600,13.5708894729614,4.72738790512085,6991.0712890625,0,1,0.4956619,3,NA,"Fujimori",19,361,6859,19,361,6859,32,1024,32768,0,0,0,2,0,0,0,0,0,1,0
