"cowcode","year","country","region","gwno","gwf_leadermil","Burin_counterbalancing","imf","riots365","p_riots365","np_riots365","anycoupatt_fin","reshuffleatt_fin","rechangeatt_fin","anycoupsucc_fin","reshufflesucc_fin","rechangesucc_fin","lag_rgdpe_PW","lag_rgdpo_PW","lag_pop_PW","ll_rgdpe_PW","ll_rgdpo_PW","lag_growth_rgdpe_PW","ll_pop_PW","gwf_legislature","gwf_elected_legis","gwf_nonelected_legis","postcold","lnmilex_MC","lnmilper_MC","solpay","lag1_lnmilex_MC","lag1_lnmilper_MC","lag1_solpay","war_PO","civilwar_PO","personalism","leader_duration","leaderfirstyear","leadername","anyattyrs","anyattyrs2","anyattyrs3","shuffattyrs","shuffattyrs2","shuffattyrs3","rechattyrs","rechattyrs2","rechattyrs3","ln_banks_protest_t1","multiattdv_fin","multisuccessdv_fin","e_regionpol","decade1","decade2","decade3","decade4","decade5","decade6","decade7"
432,1962,"Mali","Sub-Saharan Africa",432,0,1.0986123085022,NA,0,0,0,0,0,0,0,0,0,2665.74389648438,3221.42626953125,4.91830916936446,7.88823843329026,8.07757948131733,-0.00935654687459598,1.59296480667463,1,0,1,0,9.12663269042969,1.3862943649292,3065.33325195312,9.00993633270264,1.0986123085022,4091.5,0,0,0.1141215,2,NA,"Keita",1,1,1,1,1,1,1,1,1,NA,0,0,4,0,0,1,0,0,0,0
432,1963,"Mali","Sub-Saharan Africa",432,0,1.0986123085022,NA,0,0,0,0,0,0,0,0,0,2649.27294921875,3217.28295898438,5.01847057036159,7.88204052255163,8.07629248077988,-0.00617874330964319,1.61312522002449,1,0,1,0,9.17936515808105,1.7917594909668,1938.80004882812,9.12663269042969,1.3862943649292,3065.33325195312,0,0,0.1141215,3,NA,"Keita",2,4,8,2,4,8,2,4,8,NA,0,0,4,0,0,1,0,0,0,0
432,1964,"Mali","Sub-Saharan Africa",432,0,1.3862943649292,NA,0,0,0,0,0,0,0,0,0,2809.24267578125,3129.126953125,5.12192644133867,7.94067021560521,8.04850931591229,0.0603825010215251,1.63353062635806,1,0,1,0,9.27040004730225,2.19722461700439,1327.25,9.17936515808105,1.7917594909668,1938.80004882812,0,0,0.1141215,4,NA,"Keita",3,9,27,3,9,27,3,9,27,NA,0,0,4,0,0,1,0,0,0,0
432,1965,"Mali","Sub-Saharan Africa",432,0,1.3862943649292,NA,0,0,0,0,0,0,0,0,0,2363.24243164062,2518.31762695312,5.22879698109173,7.76778986677868,7.83134634920384,-0.158761736031435,1.65418122888174,1,0,1,0,9.29899215698242,2.19722461700439,1365.75,9.27040004730225,2.19722461700439,1327.25,0,0,0.1141215,5,NA,"Keita",4,16,64,4,16,64,4,16,64,NA,0,0,4,0,0,1,0,0,0,0
432,1966,"Mali","Sub-Saharan Africa",432,0,1.3862943649292,NA,0,0,0,0,0,0,0,0,0,2533.22143554688,2744.58178710938,5.339204945838,7.83724706645192,7.9173839879137,0.0719261814321124,1.67507675534021,1,0,1,0,9.244065284729,2.0794415473938,1477.42858886719,9.29899215698242,2.19722461700439,1365.75,0,0,0.1141215,6,NA,"Keita",5,25,125,5,25,125,5,25,125,NA,0,0,4,0,0,1,0,0,0,0
432,1967,"Mali","Sub-Saharan Africa",432,0,1.3862943649292,NA,0,0,0,0,0,0,0,0,0,2583.4560546875,2737.3994140625,5.45328229851101,7.85688333759128,7.91476362972823,0.0198303308331908,1.69621768399895,1,0,1,0,9.29118251800537,1.7917594909668,2168.19995117188,9.244065284729,2.0794415473938,1477.42858886719,0,0,0.1141215,7,NA,"Keita",6,36,216,6,36,216,6,36,216,NA,0,0,4,0,0,1,0,0,0,0
432,1968,"Mali","Sub-Saharan Africa",432,0,1.0986123085022,NA,0,0,0,1,0,1,1,0,1,2679.94604492188,2835.93237304688,5.57115997907581,7.8935519408104,7.9501260414745,0.0373491896869315,1.71760328702842,1,0,1,0,8.66836833953857,2.0794415473938,830.714294433594,9.29118251800537,1.7917594909668,2168.19995117188,0,0,0.3267593,8,NA,"Keita",7,49,343,7,49,343,7,49,343,NA,2,2,4,0,0,1,0,0,0,0
432,1969,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,NA,0,0,0,0,0,0,0,0,0,3036.6748046875,3058.06127929688,5.69298069163492,8.01851838150135,8.02553642529963,0.133110426025769,1.7392339583656,0,0,0,0,8.71226596832275,2.0794415473938,868,8.66836833953857,2.0794415473938,830.714294433594,0,0,0,1,1969,"Traore",0,0,0,8,64,512,0,0,0,NA,0,0,4,0,0,1,0,0,0,0
432,1970,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,3119.20556640625,3136.22631835938,5.81888969771208,8.04533362222894,8.05077554671051,0.0271780045697857,1.76110946995476,0,0,0,0,8.85380840301514,2.19722461700439,875,8.71226596832275,2.0794415473938,868,0,0,0.1521997,2,NA,"Traore",1,1,1,9,81,729,1,1,1,NA,0,0,4,0,0,0,1,0,0,0
432,1971,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,3353.603515625,3326.83081054688,5.949043,8.11779072299987,8.10977542126789,0.0751466821370187,1.78323036628521,0,0,0,0,8.65329647064209,2.19722461700439,716,8.85380840301514,2.19722461700439,875,0,0,0.1521997,3,NA,"Traore",2,4,8,10,100,1000,2,4,8,0,0,0,4,0,0,0,1,0,0,0
432,1972,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,3417.40405273438,3453.17651367188,6.044532,8.13663649292509,8.14704981501537,0.0190244722764983,1.79915406171488,0,0,0,0,9.02605724334717,2.19722461700439,1039.5,8.65329647064209,2.19722461700439,716,0,0,0.1521997,4,NA,"Traore",3,9,27,11,121,1331,3,9,27,0,0,0,4,0,0,0,1,0,0,0
432,1973,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,3002.099609375,3047.28784179688,6.147459,8.00706719264726,8.02200724180222,-0.12152629216527,1.81603882570817,0,0,0,0,9.30383110046387,2.19722461700439,1372.375,9.02605724334717,2.19722461700439,1039.5,0,0,0.1521997,5,NA,"Traore",4,16,64,12,144,1728,4,16,64,0,0,0,4,0,0,0,1,0,0,0
432,1974,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,3066.80249023438,3137.2275390625,6.256192,8.02839076368205,8.05109473952977,0.0215525429793601,1.83357169330915,0,0,0,0,9.36254596710205,2.19722461700439,1455.375,9.30383110046387,2.19722461700439,1372.375,0,0,0.1521997,6,NA,"Traore",5,25,125,13,169,2197,5,25,125,0,0,0,4,0,0,0,1,0,0,0
432,1975,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,2921.69213867188,3140.59594726562,6.368351,7.97991822696247,8.05216785301686,-0.0473164972392501,1.8513405663698,0,0,0,0,9.84681129455566,2.19722461700439,2362.125,9.36254596710205,2.19722461700439,1455.375,0,0,0.1521997,7,NA,"Traore",6,36,216,14,196,2744,6,36,216,0,0,0,4,0,0,0,1,0,0,0
432,1976,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,3214.09204101562,3435.03515625,6.482276,8.07530018341561,8.14178243932023,0.100078957147301,1.86907168326366,0,0,0,0,9.99319076538086,2.19722461700439,2734.5,9.84681129455566,2.19722461700439,2362.125,0,0,0.1521997,8,NA,"Traore",7,49,343,15,225,3375,7,49,343,0,0,0,4,0,0,0,1,0,0,0
432,1977,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,3718.21240234375,3795.55004882812,6.596817,8.22099829476792,8.24158461972955,0.156846896384718,1.88658725997421,0,0,0,0,10.1640043258667,2.0794415473938,3707.28564453125,9.99319076538086,2.19722461700439,2734.5,0,0,0.3539801,9,NA,"Traore",8,64,512,16,256,4096,8,64,512,0,0,0,4,0,0,0,1,0,0,0
432,1978,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,3916.78051757812,3937.22778320312,6.712545,8.27302529879954,8.27823214631939,0.0534041882892997,1.90397816372313,0,0,0,0,10.3400955200195,2.19722461700439,3868.5,10.1640043258667,2.0794415473938,3707.28564453125,0,0,0.3539801,10,NA,"Traore",9,81,729,17,289,4913,9,81,729,0,0,0,4,0,0,0,1,0,0,0
432,1979,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,3836.61572265625,3915.91870117188,6.83153,8.25234593476407,8.27280524275356,-0.0204670122724782,1.92154866020885,0,0,0,0,10.4929113388062,1.7917594909668,7211.60009765625,10.3400955200195,2.19722461700439,3868.5,0,0,0.5160933,11,NA,"Traore",10,100,1000,18,324,5832,10,100,1000,0,0,0,4,0,0,0,1,0,0,0
432,1980,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,4293.21484375,4479.72021484375,6.956779,8.36479111210395,8.40731587141502,0.119010908076462,1.93971657987089,1,0,1,0,10.7579669952393,2.0794415473938,6714.5712890625,10.4929113388062,1.7917594909668,7211.60009765625,0,0,0.5160933,12,NA,"Traore",11,121,1331,19,361,6859,11,121,1331,0,0,0,4,0,0,0,0,1,0,0
432,1981,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,4119.02294921875,4345.125,7.090125,8.3233712659716,8.37680980598534,-0.0405737660170527,1.95870297085407,1,0,1,0,11.0575819015503,2.19722461700439,7927.75,10.7579669952393,2.0794415473938,6714.5712890625,0,0,0.5160933,13,NA,"Traore",12,144,1728,20,400,8000,12,144,1728,1.0986123085022,0,0,4,0,0,0,0,1,0,0
432,1982,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,4471.0859375,4684.359375,7.233877,8.40538659714074,8.45198444572836,0.0854724512637215,1.97877513034416,1,0,1,0,10.956090927124,2.19722461700439,7162.625,11.0575819015503,2.19722461700439,7927.75,0,0,0.5160933,14,NA,"Traore",13,169,2197,21,441,9261,13,169,2197,0,0,0,4,0,0,0,0,1,0,0
432,1983,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,4873.3642578125,5103.78662109375,7.386669,8.49153979026789,8.53773801793868,0.089973291933063,1.9996768890954,1,0,1,0,10.8969240188599,2.19722461700439,6751.125,10.956090927124,2.19722461700439,7162.625,0,0,0.5160933,15,NA,"Traore",14,196,2744,22,484,10648,14,196,2744,0,0,0,4,0,0,0,0,1,0,0
432,1984,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,4733.38623046875,5045.47998046875,7.542377,8.46239613030994,8.52624806809744,-0.0287230791581711,2.02053738432779,1,0,1,0,10.9303712844849,2.19722461700439,6980.75,10.8969240188599,2.19722461700439,6751.125,0,0,0.5160933,16,NA,"Traore",15,225,3375,23,529,12167,15,225,3375,0,0,0,4,0,0,0,0,1,0,0
432,1985,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,4748.5625,4793.576171875,7.692537,8.46559721964756,8.47503200305002,0.0032062182953845,2.04025063808225,1,0,1,0,10.2336902618408,2.19722461700439,3478,10.9303712844849,2.19722461700439,6980.75,1,0,0.6329274,17,NA,"Traore",16,256,4096,24,576,13824,16,256,4096,0,0,0,4,0,0,0,0,1,0,0
432,1986,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,5879.65380859375,6104.90234375,7.831891,8.67925316306991,8.71684739030712,0.238196571824368,2.05820398786885,1,0,1,0,10.5254344940186,2.19722461700439,4656.25,10.2336902618408,2.19722461700439,3478,0,0,0.6329274,18,NA,"Traore",17,289,4913,25,625,15625,17,289,4913,0,0,0,4,0,0,0,0,1,0,0
432,1987,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,6428.19775390625,6504.05322265625,7.95739,8.76844949083756,8.78018083425939,0.0932952794789965,2.07410105664156,1,0,1,0,11.0173330307007,2.19722461700439,7615,10.5254344940186,2.19722461700439,4656.25,0,0,0.6329274,19,NA,"Traore",18,324,5832,26,676,17576,18,324,5832,0,0,0,4,0,0,0,0,1,0,0
432,1988,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,0,0,0,0,0,0,0,0,0,0,6117.7607421875,6264.11328125,8.073178,8.71895141675221,8.74259232199786,-0.0482930089588649,2.08854720897446,1,0,1,0,11.0638380050659,2.19722461700439,7977.5,11.0173330307007,2.19722461700439,7615,0,0,0.6329274,20,NA,"Traore",19,361,6859,27,729,19683,19,361,6859,0,0,0,4,0,0,0,0,1,0,0
432,1989,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,5606.12109375,5614.67431640625,8.189984,8.63161433223172,8.63313886306937,-0.0836318499527583,2.10291194426112,1,1,0,0,10.6213521957397,2.19722461700439,5125,11.0638380050659,2.19722461700439,7977.5,0,0,0.6329274,21,NA,"Traore",20,400,8000,28,784,21952,20,400,8000,0,0,0,4,0,0,0,0,1,0,0
432,1990,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,0,0,0,0,0,0,6106.39599609375,6063.0439453125,8.322726,8.71709202479391,8.70996725415902,0.0892372629805451,2.11898984540024,1,1,0,0,10.4631319046021,2.63905739784241,2692.3076171875,10.6213521957397,2.19722461700439,5125,0,1,0.6329274,22,NA,"Traore",21,441,9261,29,841,24389,21,441,9261,0,0,0,4,0,0,0,0,0,1,0
432,1991,"Mali","Sub-Saharan Africa",432,1,0.6931471824646,1,0,0,0,1,0,1,1,0,1,6220.5986328125,6380.48291015625,8.482075,8.73562142431959,8.76099906472146,0.0187021340888808,2.13795511326749,1,1,0,1,10.4631319046021,2.63905739784241,2692.3076171875,10.4631319046021,2.63905739784241,2692.3076171875,0,0,0.6329274,23,NA,"Traore",22,484,10648,30,900,27000,22,484,10648,0,2,2,4,0,0,0,0,0,1,0
433,1961,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7040.39794921875,6587.6962890625,3.19397724784617,8.85941997443217,8.79295898960683,NA,1.16126692636299,1,0,1,0,8.00670051574707,1.60943794250488,750,NA,NA,NA,0,0,0.2492389,1,1961,"Senghor",0,0,0,0,0,0,0,0,0,NA,0,0,4,0,0,1,0,0,0,0
433,1962,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,1,1,0,0,0,0,7208.6875,6636.2822265625,3.27057851868668,8.88304217487296,8.80030718002661,0.023903414550583,1.18496688629076,1,0,1,0,8.69968128204346,1.60943794250488,1500,8.00670051574707,1.60943794250488,750,0,0,0.2492389,2,NA,"Senghor",1,1,1,1,1,1,1,1,1,NA,1,0,4,0,0,1,0,0,0,0
433,1963,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7161.6416015625,6685.35791015625,3.35069152824244,8.87649450763668,8.80767502739326,-0.00652627797189155,1.20916675087502,1,0,1,0,9.10564613342285,2.30258512496948,1000.55554199219,8.69968128204346,1.60943794250488,1500,0,0,0.2492389,3,NA,"Senghor",0,0,0,0,0,0,2,4,8,NA,0,0,4,0,0,1,0,0,0,0
433,1964,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7312.1396484375,6679.16796875,3.43448418974467,8.89729121147972,8.80674870319665,0.0210144622208077,1.23386675129672,1,0,1,0,9.30637741088867,2.0794415473938,1572.42858886719,9.10564613342285,2.30258512496948,1000.55554199219,0,0,0.2492389,4,NA,"Senghor",1,1,1,1,1,1,3,9,27,NA,0,0,4,0,0,1,0,0,0,0
433,1965,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7579.484375,6920.29345703125,3.5518115222837,8.93320045191632,8.842213454798,0.0365617643283971,1.26745776130193,1,0,1,0,9.6164722442627,2.0794415473938,2144.14282226562,9.30637741088867,2.0794415473938,1572.42858886719,0,0,0.2492389,5,NA,"Senghor",2,4,8,2,4,8,4,16,64,NA,0,0,4,0,0,1,0,0,0,0
433,1966,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7521.4775390625,7001.607421875,3.65713992902611,8.92551787890228,8.85389503337256,-0.0076531374784317,1.29668140177296,1,0,1,0,9.6164722442627,2.0794415473938,2144.14282226562,9.6164722442627,2.0794415473938,2144.14282226562,0,0,0.2492389,6,NA,"Senghor",3,9,27,3,9,27,5,25,125,NA,0,0,4,0,0,1,0,0,0,0
433,1967,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7784.94287109375,7314.69189453125,3.7670904909699,8.95994674591025,8.89764019288586,0.035028401090471,1.32630295044684,1,0,1,0,9.6164722442627,2.0794415473938,2144.14282226562,9.6164722442627,2.0794415473938,2144.14282226562,0,0,0.2492389,7,NA,"Senghor",4,16,64,4,16,64,6,36,216,NA,0,0,4,0,0,1,0,0,0,0
433,1968,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7755.6494140625,7257.0380859375,3.87386840111199,8.95617681344076,8.88972704742993,-0.00376283519562095,1.35425359463807,1,0,1,0,9.6164722442627,2.0794415473938,2144.14282226562,9.6164722442627,2.0794415473938,2144.14282226562,0,0,0.2492389,8,NA,"Senghor",5,25,125,5,25,125,7,49,343,NA,0,0,4,0,0,1,0,0,0,0
433,1969,"Senegal","Sub-Saharan Africa",433,0,NA,NA,0,0,0,0,0,0,0,0,0,7460.201171875,7345.84375,3.9793488846089,8.91733765957349,8.90188995607445,-0.0380945845298003,1.38111820908099,1,0,1,0,9.74922847747803,2.0794415473938,2448.57153320312,9.6164722442627,2.0794415473938,2144.14282226562,0,0,0.2492389,9,NA,"Senghor",6,36,216,6,36,216,8,64,512,NA,0,0,4,0,0,1,0,0,0,0
433,1970,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,6645.2880859375,6678.033203125,4.09548987872924,8.80166332399804,8.80657879250756,-0.109234733375519,1.40988633865542,1,0,1,0,9.7082633972168,2.0794415473938,2350.28564453125,9.74922847747803,2.0794415473938,2448.57153320312,0,0,0.2492389,10,NA,"Senghor",7,49,343,7,49,343,9,81,729,NA,0,0,4,0,0,0,1,0,0,0
433,1971,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,7399.81787109375,7214.6884765625,4.217754,8.90921066687502,8.8838742930842,0.113543577855256,1.43930275887645,1,0,1,0,9.71057033538818,2.0794415473938,2355.71435546875,9.7082633972168,2.0794415473938,2350.28564453125,0,0,0.2492389,11,NA,"Senghor",8,64,512,8,64,512,10,100,1000,0,0,0,4,0,0,0,1,0,0,0
433,1972,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,7380.607421875,7193.4150390625,4.348499,8.90661122069465,8.88092130861461,-0.00259607054570798,1.4698307280833,1,0,1,0,9.85890865325928,2.0794415473938,2732.42846679688,9.71057033538818,2.0794415473938,2355.71435546875,0,0,0.2492389,12,NA,"Senghor",9,81,729,9,81,729,11,121,1331,0,0,0,4,0,0,0,1,0,0,0
433,1973,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,7658.0537109375,7451.001953125,4.485342,8.94351314571563,8.91610379268294,0.0375912541073776,1.50081474678416,1,0,1,0,9.96048164367676,2.0794415473938,3024.57153320312,9.85890865325928,2.0794415473938,2732.42846679688,0,0,0.2492389,13,NA,"Senghor",10,100,1000,10,100,1000,12,144,1728,0,0,0,4,0,0,0,1,0,0,0
433,1974,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,7219.43017578125,7168.978515625,4.625377,8.8845313057503,8.87751845700433,-0.0572761110998468,1.53155788115586,1,0,1,0,9.97919750213623,2.0794415473938,3081.71435546875,9.96048164367676,2.0794415473938,3024.57153320312,0,0,0.2492389,14,NA,"Senghor",11,121,1331,11,121,1331,13,169,2197,0,0,0,4,0,0,0,1,0,0,0
433,1975,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,7990.333984375,7673.96630859375,4.764623,8.98598783818396,8.94558888046546,0.106781808234654,1.5612184154032,1,0,1,0,10.3620510101318,2.0794415473938,4519.28564453125,9.97919750213623,2.0794415473938,3081.71435546875,0,0,0.2492389,15,NA,"Senghor",12,144,1728,12,144,1728,14,196,2744,0,0,0,4,0,0,0,1,0,0,0
433,1976,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,8337.9560546875,8039.19091796875,4.900491,9.02857338794083,8.99208372501582,0.0435053241819767,1.58933540417812,1,0,1,0,10.4472932815552,2.4849066734314,3131.81811523438,10.3620510101318,2.0794415473938,4519.28564453125,0,0,0.2492389,16,NA,"Senghor",13,169,2197,13,169,2197,15,225,3375,0,0,0,4,0,0,0,1,0,0,0
433,1977,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,8863.837890625,8776.00390625,5.031849,9.08973512030731,9.07977644706094,0.0630708332459795,1.61578751099877,1,0,1,0,10.605396270752,2.63905739784241,3103.92309570312,10.4472932815552,2.4849066734314,3131.81811523438,0,0,0.2492389,17,NA,"Senghor",14,196,2744,14,196,2744,16,256,4096,0,0,0,4,0,0,0,1,0,0,0
433,1978,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,8983.9580078125,8694.349609375,5.160313,9.10319582229922,9.07042862345877,0.0135517051044613,1.64099723656852,1,0,1,0,10.8011045455933,2.63905739784241,3774.92309570312,10.605396270752,2.63905739784241,3103.92309570312,0,0,0.2492389,18,NA,"Senghor",15,225,3375,15,225,3375,17,289,4913,0,0,0,4,0,0,0,1,0,0,0
433,1979,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,8792.26953125,8507.03515625,5.289445,9.08162815203417,9.04864876559342,-0.0213367511731251,1.66571332543241,1,1,0,0,10.9855804443359,2.19722461700439,7377,10.8011045455933,2.63905739784241,3774.92309570312,0,0,0.2492389,19,NA,"Senghor",16,256,4096,16,256,4096,18,324,5832,0,0,0,4,0,0,0,1,0,0,0
433,1980,"Senegal","Sub-Saharan Africa",433,0,NA,0,0,0,0,0,0,0,0,0,0,9404.052734375,9223.87890625,5.424299,9.1488960172979,9.12955093374585,0.0695819436552263,1.69088867448748,1,1,0,0,11.0695867538452,2.19722461700439,8023.5,10.9855804443359,2.19722461700439,7377,0,0,0.2492389,20,NA,"Senghor",17,289,4913,17,289,4913,19,361,6859,0,0,0,4,0,0,0,0,1,0,0
433,1981,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,8908.005859375,8947.361328125,5.568651,9.09470568614253,9.09911394412667,-0.0527482021859342,1.71715283430118,1,1,0,0,11.1420497894287,2.70805025100708,4929.4287109375,11.0695867538452,2.19722461700439,8023.5,0,0,0.2492389,1,1981,"Diouf",18,324,5832,18,324,5832,20,400,8000,0,0,0,4,0,0,0,0,1,0,0
433,1982,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,9075.9892578125,9219.44921875,5.723541,9.11338766231733,9.12907057710358,0.0188575761050617,1.74458766979968,1,1,0,0,10.8574781417847,2.94443893432617,2884.4443359375,11.1420497894287,2.70805025100708,4929.4287109375,0,0,0.2492389,2,NA,"Diouf",19,361,6859,19,361,6859,21,441,9261,0,0,0,4,0,0,0,0,1,0,0
433,1983,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,10588.4775390625,10890.673828125,5.888261,9.26752166424365,9.29566208987366,0.166647209277828,1.7729607078898,1,1,0,0,11.0671691894531,2.94443893432617,3557.38891601562,10.8574781417847,2.94443893432617,2884.4443359375,0,0,0.2492389,3,NA,"Diouf",20,400,8000,20,400,8000,22,484,10648,0,0,0,4,0,0,0,0,1,0,0
433,1984,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,11304.5302734375,11708.255859375,6.062682,9.33295883351159,9.36804950095316,0.0676256555046156,1.80215227643155,1,1,0,0,11.0804796218872,2.94443893432617,3605.0556640625,11.0671691894531,2.94443893432617,3557.38891601562,0,0,0.2492389,4,NA,"Diouf",21,441,9261,21,441,9261,23,529,12167,0,0,0,4,0,0,0,0,1,0,0
433,1985,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,12060.5859375,12081.1279296875,6.24614,9.39769805429996,9.39939983879282,0.0668807677784738,1.83196367295487,1,1,0,0,11.2038288116455,2.94443893432617,4078.33325195312,11.0804796218872,2.94443893432617,3605.0556640625,0,0,0.2492389,5,NA,"Diouf",22,484,10648,22,484,10648,24,576,13824,0,0,0,4,0,0,0,0,1,0,0
433,1986,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,13379.8271484375,13260.3466796875,6.438024,9.50150341494687,9.4925334081709,0.109384504017801,1.86222166073546,1,1,0,0,11.4047946929932,2.94443893432617,4986.111328125,11.2038288116455,2.94443893432617,4078.33325195312,0,0,0.2492389,6,NA,"Diouf",23,529,12167,23,529,12167,25,625,15625,0,0,0,4,0,0,0,0,1,0,0
433,1987,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,14192.1923828125,13776.798828125,6.638186,9.5604472601799,9.53074121192921,0.060715674826178,1.89283873339332,1,1,0,0,11.5059108734131,2.94443893432617,5516.66650390625,11.4047946929932,2.94443893432617,4986.111328125,0,0,0.2492389,7,NA,"Diouf",24,576,13824,24,576,13824,26,676,17576,0,0,0,4,0,0,0,0,1,0,0
433,1988,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,14499.7451171875,14156.896484375,6.846556,9.58188635012917,9.55795716839312,0.0216705584365854,1.92374575211842,1,1,0,0,11.481858253479,2.70805025100708,6924.28564453125,11.5059108734131,2.94443893432617,5516.66650390625,0,0,0.2492389,8,NA,"Diouf",25,625,15625,25,625,15625,27,729,19683,0,0,0,4,0,0,0,0,1,0,0
433,1989,"Senegal","Sub-Saharan Africa",433,0,NA,1,1,1,0,0,0,0,0,0,0,14966.3251953125,14794.8310546875,7.06254,9.613557969344,9.6020331456875,0.0321785020601453,1.95480476017333,1,1,0,0,11.4611158370972,2.7725887298584,6330,11.481858253479,2.70805025100708,6924.28564453125,0,0,0.2492389,9,NA,"Diouf",26,676,17576,26,676,17576,28,784,21952,0,0,0,4,0,0,0,0,1,0,0
433,1990,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,14813.3125,14509.6826171875,7.285378,9.60328154869383,9.58257147225427,-0.0102237986490113,1.98586932574101,1,1,0,0,11.6249227523804,2.94443893432617,6213.888671875,11.4611158370972,2.7725887298584,6330,0,1,0.2492389,10,NA,"Diouf",27,729,19683,27,729,19683,29,841,24389,1.3862943649292,0,0,4,0,0,0,0,0,1,0
433,1991,"Senegal","Sub-Saharan Africa",433,0,NA,1,0,0,0,0,0,0,0,0,0,15140.9453125,14877.23046875,7.514201,9.6251579631202,9.60758716665182,0.0221174576921941,2.01679469686054,1,1,0,1,11.6073350906372,2.94443893432617,6105.5556640625,11.6249227523804,2.94443893432617,6213.888671875,0,0,0.2492389,11,NA,"Diouf",28,784,21952,28,784,21952,30,900,27000,0,0,0,4,0,0,0,0,0,1,0
